Date,Open,High,Low,Close,Volume
2024-08-20 00:00:00-04:00,128.3594467212338,129.83899033787588,125.85024484050366,127.2098159790039,300087400
2024-08-21 00:00:00-04:00,127.2797991528714,129.30916459896468,126.62001151002669,128.4594268798828,257883600
2024-08-22 00:00:00-04:00,129.97894325377314,130.70870844472378,123.06112283059149,123.70092010498048,376189100
2024-08-23 00:00:00-04:00,125.8202462463596,129.5590704147264,125.18044900805845,129.32913208007812,323230300
2024-08-26 00:00:00-04:00,129.52908520948145,131.21853864319473,124.33072295006605,126.42005920410156,331964700
2024-08-27 00:00:00-04:00,125.01051718872198,129.15920068067538,123.84088083210608,128.25949096679688,303134600
2024-08-28 00:00:00-04:00,128.07953728703234,128.28947768481862,122.60127203673996,125.5703353881836,448101100
2024-08-29 00:00:00-04:00,121.32167786502488,124.39070812333074,116.67314470453282,117.55286407470705,453023300
2024-08-30 00:00:00-04:00,119.49225141445028,121.71155156264533,117.18298334905096,119.33230590820312,333751600
2024-09-03 00:00:00-04:00,115.9733612117378,116.17329499238284,107.25611414068058,107.96588897705078,477155100
2024-09-04 00:00:00-04:00,105.3767098930568,113.23422029378456,104.08711642455602,106.17645263671876,372470300
2024-09-05 00:00:00-04:00,104.9568397355808,109.61537166703076,104.7269166457022,107.17613983154295,306850700
2024-09-06 00:00:00-04:00,108.00587703132368,108.11584289854254,100.91811240569284,102.79752349853516,413638100
2024-09-09 00:00:00-04:00,104.84686911227487,106.51634741071727,103.65725018047983,106.43637084960938,273912000
2024-09-10 00:00:00-04:00,107.77594760990868,109.36544940156335,104.91685028196343,108.06585693359376,268283700
2024-09-11 00:00:00-04:00,109.35544832921772,117.15298773367408,107.38606933752642,116.87307739257812,441422400
2024-09-12 00:00:00-04:00,116.81309067491064,120.76218565399152,115.35342779588602,119.11256408691406,366052700
2024-09-13 00:00:00-04:00,119.05257113465082,119.9323656761346,117.57290870417116,119.07256317138672,238358300
2024-09-16 00:00:00-04:00,116.7630973663348,118.15277655804964,114.33365683196332,116.75309753417967,248772300
2024-09-17 00:00:00-04:00,118.14278506866847,118.77264486908852,114.80355789094266,115.5633773803711,231925900
2024-09-18 00:00:00-04:00,115.86331127575548,117.67289201304244,113.19392797621738,113.3438949584961,310318900
2024-09-19 00:00:00-04:00,117.32296524929194,119.63243829505257,117.22298981122768,117.84284973144533,293506400
2024-09-20 00:00:00-04:00,117.03303527099015,118.59268114487098,115.36342175070251,115.97328186035156,382462400
2024-09-23 00:00:00-04:00,116.52316472695202,116.96305822001592,114.83355144756428,116.23323059082033,206228500
2024-09-24 00:00:00-04:00,116.4931589075561,121.77194918665968,115.35342209088208,120.8421630859375,354966800
2024-09-25 00:00:00-04:00,121.99189738474502,124.91123075234002,121.58199576757475,123.48155975341795,284692900
2024-09-26 00:00:00-04:00,126.77080301373226,127.64059778478496,121.77195443476236,124.01143646240234,302582900
2024-09-27 00:00:00-04:00,123.94145533963832,124.00143908292873,119.23254080039722,121.3720474243164,271009200
2024-09-30 00:00:00-04:00,118.28274908289887,121.47201682135707,118.12278989954672,121.41203308105467,226553700
2024-10-01 00:00:00-04:00,121.74195101301775,122.41180249801876,115.76333257670387,116.97305297851562,302094500
2024-10-02 00:00:00-04:00,116.41318325903728,119.3525009132392,115.11347963203208,118.82262420654295,221845900
2024-10-03 00:00:00-04:00,120.89215281287986,124.3313630934004,120.31228454416184,122.82170867919922,277118000
2024-10-04 00:00:00-04:00,124.91122738742536,125.01120283080024,121.80194304435166,124.89122772216795,243678100
2024-10-07 00:00:00-04:00,124.96122267835906,130.6099234614245,124.92123097183868,127.69059753417967,346250200
2024-10-08 00:00:00-04:00,130.22999115642648,133.4492507002601,129.39018829854146,132.85939025878906,285722500
2024-10-09 00:00:00-04:00,134.07911628828677,134.48902553025528,131.34974925411063,132.61944580078125,246191600
2024-10-10 00:00:00-04:00,131.8796349307713,134.96891988009384,130.9698407725355,134.77896118164062,242311300
2024-10-11 00:00:00-04:00,133.97914002159231,135.74873676795113,133.6292297588208,134.7689666748047,170209500
2024-10-14 00:00:00-04:00,136.43858548845338,139.5678698363904,136.26862645350758,138.03822326660156,232347700
2024-10-15 00:00:00-04:00,137.8382473516489,138.53809836462625,128.7103601195905,131.5697021484375,377831000
2024-10-16 00:00:00-04:00,133.94913130666296,136.58852253050404,131.5496902869071,135.68873596191406,264879700
2024-10-17 00:00:00-04:00,139.30791683746315,140.8575630403271,136.83848427190068,136.89846801757812,306435900
2024-10-18 00:00:00-04:00,138.63805979784692,138.86800255294065,137.24838055182667,137.9682159423828,176090200
2024-10-21 00:00:00-04:00,138.09819363983328,143.67691040039062,137.96821869705386,143.67691040039062,264554500
2024-10-22 00:00:00-04:00,142.8771096409394,144.3867565878425,141.74736485471627,143.55694580078125,226311600
2024-10-23 00:00:00-04:00,141.99729502838238,142.3971968224879,137.42835524686083,139.52786254882812,285930000
2024-10-24 00:00:00-04:00,140.78757953525755,141.31745626734755,138.4281223817854,140.37767028808594,172354900
2024-10-25 00:00:00-04:00,140.89754036873228,144.096815700832,140.76758067774944,141.5074005126953,205122100
2024-10-28 00:00:00-04:00,142.96706492770917,143.10703207337144,140.0177474085771,140.48764038085938,173586700
2024-10-29 00:00:00-04:00,140.25768265006158,142.22723015349655,138.86800339560858,141.21746826171875,157593600
2024-10-30 00:00:00-04:00,139.50785799453917,140.29768460484607,136.778490969974,139.3079071044922,179418100
2024-10-31 00:00:00-04:00,137.5683285053032,137.57832071125284,132.07958689426476,132.72943115234375,270039600
2024-11-01 00:00:00-04:00,134.66898440540822,137.27838410441936,134.5390247094388,135.3688201904297,207127800
2024-11-04 00:00:00-05:00,137.17841332242185,138.9280103748792,135.53879155204424,136.0186767578125,187528200
2024-11-05 00:00:00-05:00,137.41833701827767,140.33766260126754,137.29836954050154,139.87777709960938,160537400
2024-11-06 00:00:00-05:00,142.92706329600915,146.4562486294515,141.92729373400795,145.57644653320312,242043900
